f_r,FE_fr_mag,FE_2fr_mag,FE_3fr_mag,FE_ss,FE_sk,FE_mean,FE_var,FE_kurt,FE_skew,FE_rms,FE_sf,FE_cf,FE_if,FE_mf,FE_ent,FE_hU,FE_hL,FE_w_mean,FE_w_median,FE_w_rms,FE_w_std_dev,FE_w_var,FE_w_perc5,FE_w_perc25,FE_w_perc75,FE_w_perc95,FE_w_mean_cr,FE_w_zero_cr,FE_w_shannon,FE_w_skew,FE_w_kurt,DE_fr_mag,DE_2fr_mag,DE_3fr_mag,DE_ss,DE_sk,DE_mean,DE_var,DE_kurt,DE_skew,DE_rms,DE_sf,DE_cf,DE_if,DE_mf,DE_ent,DE_hU,DE_hL,DE_w_mean,DE_w_median,DE_w_rms,DE_w_std_dev,DE_w_var,DE_w_perc5,DE_w_perc25,DE_w_perc75,DE_w_perc95,DE_w_mean_cr,DE_w_zero_cr,DE_w_shannon,DE_w_skew,DE_w_kurt,severity,label
28.833333333333332,4.181907856440165,1.4881392060785958,1.8822144774393614,30.199531899901622,1271.1891985711827,0.03305487585102122,0.016473183673858166,-0.21806618072403028,-0.11386761940217381,0.13253295379875296,1.2307374282441244,4.746757694219124,5.842012357081254,6.822142784603322,7.714749743409781,0.629131805802708,-0.5689336239845261,-1.3725738093022812e-05,0.00014527830231651773,0.05603400028372822,0.05603399860264274,0.0031398089994009687,-0.0864478537934386,-0.03457623595132914,0.03486679255596211,0.08718877313525276,5138,5134,1.0975088967826132,0.04535434802658916,2.469519800762015,2.137623330187511,1.3597726966848178,0.30342559010430303,6.893830761203239,113.1586450044879,0.0045136246969417195,0.015336476515752222,6.307675056414926,0.005562002704532436,0.12391965775669789,1.3889923005332214,9.650183407523693,13.404030451783857,16.432447636542452,7.792075458372456,1.1959058692687217,-1.13905357385954,7.63790956276025e-06,-5.742949087122508e-05,0.0590180422767723,0.059018041782536466,0.0034831292558452197,-0.08302007200343388,-0.026273992073582598,0.025929415128355282,0.08278461109086188,8306,8306,0.6954164539683658,-0.005700812710409837,11.65445347974338,14,2
28.833333333333332,2.9469161565173367,2.305751197326058,1.1346449382995936,30.912587987620466,1343.5537325192795,0.03272938426111333,0.01630495608109856,-0.20350377541324116,-0.1053981620938368,0.1318156001690748,1.2317272191212634,4.892606166148785,6.026356187285989,7.045159743947037,7.716324368191787,0.5769469478211401,-0.6449524023665946,-3.283269270993559e-06,0.00025423702905390255,0.05574615577309412,0.05574615567640712,0.0031076338726982178,-0.08670209082249246,-0.033886164015325695,0.03424935977111697,0.08563429530046617,5248,5248,1.1671642729693952,0.0043229581081423545,2.6004780448044835,1.9090225527857116,0.8997576205377018,0.21956271947088812,6.472889285907253,90.58980873406948,0.004376299683372542,0.01674853796106883,17.008675919863396,0.11257438650070548,0.12948687781767634,1.4359209661887298,15.362024572121166,22.058653166215233,27.254231415990578,7.7974071086754915,1.9892732661125807,-1.712971110423958,-1.4948110548121413e-06,0.00014357372717805142,0.06263124695046327,0.06263124693262505,0.003922673092335454,-0.0845419535115212,-0.026388851055325045,0.025871985637484066,0.08459364005330529,8236,8237,0.524431978582615,0.0019143582638483025,35.84072952258075,14,2
28.833333333333332,2.5005272603845885,2.8747504934700627,1.3676815322755658,31.879800148008897,1463.957729744897,0.030760287162777147,0.01652844871809708,-0.1835522345860614,-0.11225121372181247,0.1321885644414799,1.2325818002808575,4.793317945912967,5.908156463091946,6.916432197657585,7.710335516850442,0.6336517646603709,-0.5627699464785526,2.9233095170306246e-06,0.00032687618021213886,0.051132099818995275,0.05113209973542997,0.0026144916233539575,-0.08168272547745709,-0.03250602014331885,0.03232442226542322,0.08317182807620131,5252,5253,1.4815538235552344,-0.041118996170073585,1.0234873454427786,2.336831296270286,1.5494085675390699,0.08844400025515033,5.242670231024214,54.46027567191128,0.004507168274584192,0.023125618769291468,15.20131515713141,0.28470410874526075,0.1521340713482823,1.5628547047462082,12.13879950528788,18.971179916810108,24.23985964867827,7.830574800588495,1.8468037720743746,-1.3006968658867497,-1.290711853097086e-06,5.742949087122291e-05,0.07405229472719957,0.07405229471595119,0.005483742352698092,-0.08865964800698757,-0.024752110565495297,0.024780825310930905,0.08877450698873002,8276,8275,0.5340799295734223,-0.017607870069799286,21.557944340763868,14,2
28.833333333333332,3.9949746617827095,1.9214520464142275,0.8786889990774626,34.23464344016881,1707.2228608648968,0.032688429114937925,0.016579682124184227,-0.20461776529437614,-0.11616521157019381,0.13284346254936388,1.2325791615904433,4.516046640265366,5.566384981561623,6.514526664308013,7.718019307300756,0.5999564940721357,-0.5674946758903174,1.0042513539848915e-05,-0.0005084740581077878,0.05431534857060367,0.054315347642209744,0.0029501569894940993,-0.08660765992598674,-0.03388616401532568,0.03439463807343347,0.08615003327368972,5156,5158,1.334609490127957,0.03251089560678686,1.3775950362705673,0.9354208602980659,0.6571685655514746,1.9858693528557683,5.3625438651198305,57.44850395507363,0.004690289976714572,0.02456613024541876,10.450342846981284,0.304387393096173,0.15680210229213593,1.5067544577190606,10.113730291078001,15.238908200250071,19.319429817478138,7.895163210901769,1.5859292618187903,-1.4140728945533214,8.483052736057852e-06,0.0003732916906629153,0.07887571667018105,0.07887571621400653,0.006221378608272493,-0.10382677654607646,-0.028599886453866966,0.028657315944738183,0.10322376689192869,8374,8373,0.6881080596358422,-0.005037902254601661,17.183497561515075,14,2
28.833333333333332,4.0196806272528205,2.015558922926973,1.6659669486356132,41.484354067091736,2347.2263655461907,0.03230726444460626,0.01568079445897199,-0.3019498218197474,-0.11773763026568555,0.12932041143286208,1.2260384001928166,5.007660585807301,6.139584173331806,7.1601297571238804,7.692433398781539,0.6476232086016612,-0.5701668449652976,8.159087756488124e-06,-0.0003631957557912822,0.04874636098214125,0.04874636029931373,0.00237620764243051,-0.0781451988160501,-0.03236074184100235,0.03268761802121449,0.07791275353234371,5298,5298,1.2454427134747699,0.041117006715761184,0.9703228578594882,2.3509443932447676,1.4334941121307494,0.961787565547401,8.180445991602145,166.73894524612538,0.0046656189623156576,0.014194261420781397,4.823164125026539,0.032312417563537435,0.11922801204135283,1.3635531060604908,11.046263452579696,15.062166841127526,18.355034469107455,7.768715738553875,1.317078548337118,-0.8609607040257408,3.0212431127065602e-06,-2.871474543561167e-05,0.05419431721206125,0.0541943171278466,0.0029370240089536077,-0.08102152572111546,-0.026503710037067477,0.026417565800760646,0.0806826917249753,8370,8370,0.6003691759467562,-0.018580809055846782,11.049844589860726,14,2
28.833333333333332,3.84500771329407,0.9676728473976907,1.1494857536573613,44.17025714551936,2581.183750335363,0.03228234372155678,0.015783526385053225,-0.3148109893616291,-0.12280613927755718,0.1297107781826219,1.2251979955606596,3.5670407875605883,4.370331223002349,5.087525544514109,7.697454871329919,0.46270654750256,-0.45263927477528726,4.908542099491645e-06,0.0001452783023165108,0.047421106792961215,0.04742110653892048,0.0022487613453756466,-0.07525416059995158,-0.03210650481194844,0.03123483499804937,0.07571905116736444,5326,5324,1.2872417259632827,0.025545058014571433,0.702728366716634,2.0189304577283305,1.286947537490899,0.478471686613268,8.948044529042969,195.36465191580325,0.00442190934710475,0.013495242698987438,4.9636187295981316,-0.12377438639140066,0.11625024906828851,1.3813489013258773,8.548610705932536,11.808614006502541,14.496626180404244,7.741728140101976,0.9938266875870286,-0.9463956297027971,4.274584689433547e-06,-5.7429490871219874e-05,0.05104200892155967,0.051042008742569124,0.0026052866564765026,-0.07554275229200119,-0.02242621618521093,0.022196498221726063,0.07560592473195954,8216,8216,0.9741117984926229,0.006346413780563837,7.339250319873932,14,2
28.833333333333332,22.502888106663583,5.5265023356940794,7.0181665844433585,3.206924706545337,18.88882401689322,0.005857201889020072,0.06363687409249223,7.2286766164668705,0.12694094228011157,0.25232517757837114,1.4903583896244241,10.514936092966979,15.671023222518,20.035201466409543,7.532622956863536,2.6533040881296426,-2.1797391530647077,0.0002160361375577922,-0.00035929289368731576,0.1870319881883339,0.1870318634192269,0.034980917934068344,-0.2777190351045512,-0.08845791042581828,0.08709259742980646,0.27934303898401813,6072,6073,1.0540868426738266,-0.01643001091093373,6.055148102818299,11.912961701165502,3.1594983612840606,1.3540588459876497,3.7970061738586898,19.897625498528352,0.002986156326713813,0.03965405197249448,4.839442901422142,0.018475491730992052,0.19915065658290404,1.4284174763167996,7.534469314457953,10.762367643544396,13.45496571216926,7.366841482048113,1.5005678609089708,-1.429908579471845,0.00016673611193602293,-0.0004307211815341473,0.10423566161690086,0.10423552826067527,0.010865045351782033,-0.15396846502573755,-0.046661461332865264,0.046876821923632336,0.15663893635124929,8402,8404,1.126167581274574,-0.040485868533831945,5.876316462135248,14,2
28.833333333333332,22.60396914615864,5.881359328307799,6.696780370680179,4.259311974216819,49.92506237199126,0.005810317575896271,0.04676726307262478,10.846584509224627,0.04856060900148725,0.21633002956223357,1.5426151349017312,11.971385272358168,18.467240106879395,23.80964330537207,7.352093183461884,2.0890872447702487,-2.5898872447702486,7.267866863395663e-05,-0.0004311514724247775,0.16749138115519763,0.16749136538665751,0.028053357479086813,-0.23545181909117482,-0.0726490231035762,0.07193043731620155,0.23128402152440244,5930,5929,0.8361394407432947,0.1955199720703488,12.851234641307865,11.989364538744193,2.7652347694749997,1.458684755557368,4.171101951992754,29.43839431830021,0.002821757436268832,0.02428252320824452,5.46716139848014,0.018181989644113015,0.15585015219245507,1.3997174081558763,10.02125278983654,14.026921981464847,17.3104899266701,7.1580866680150255,1.4883882248244438,-1.5618901210320286,6.126569347246237e-05,0.00028714745435609937,0.074716525795495,0.07471650067731807,0.005582555473463672,-0.11195879245344102,-0.03754452965705927,0.037688103384237365,0.11083891738145227,8250,8248,1.0540029507670963,-0.004424973492088045,6.298598067825235,14,2
28.833333333333332,22.60066687456003,6.1064850046684205,5.406971057705683,3.9258300188174915,40.03116244925366,0.0059049612131960956,0.056777865603191105,9.40064047306651,0.021915987644006672,0.2383482575268287,1.5557396733999453,8.438617890476808,13.128292640877325,17.00445921193804,7.418097275116932,2.011427896624027,-1.9049265979227283,-4.916223116346259e-05,1.734723475976807e-18,0.18575319035804708,0.18575318385230413,0.0345042453112679,-0.26093287111147956,-0.07746354787898628,0.0788288608749981,0.25485363535029015,5882,5882,1.0020255663987379,-0.0012315066491430046,9.94991314730609,11.812624715004828,3.903284960562845,0.7006704587846287,4.0551195145700465,24.19224532819704,0.002924133201358597,0.03105342076308405,5.791283303952916,0.03574188442704991,0.1762396572329321,1.439744228023185,7.2996409987599415,10.509615994606023,13.123216889228539,7.242533338489271,1.2865484570733379,-1.19964566266216,0.00025822142312716047,0.000143573727178041,0.08637192155443642,0.08637153555832128,0.007460042154702356,-0.12167873378339483,-0.03862133261089464,0.039985283019086076,0.12525371959012827,8232,8232,0.9233154702003934,-0.036110102605303125,8.722602925879857,14,2
28.833333333333332,23.146135256867787,3.6508393514350233,8.158379259703464,4.7164711844455995,68.58027742975145,0.005896353546333524,0.038055962866399826,9.235697859012463,0.1391014686232432,0.19516358463427233,1.4914801249521092,9.751832550980822,14.544664431648922,18.43945828096226,7.293559956632187,1.9032940101100404,-1.748826477642508,-0.00018209592587660722,-0.0007904443661121054,0.15512803330884037,0.1551279264328073,0.024064673559342466,-0.2216980871208242,-0.07085255863513959,0.06948724563912778,0.22306340011683606,5802,5809,0.9651889277620552,-0.08659278459640365,8.496252885126191,11.623627297370627,3.798287034699358,1.0440079422384223,4.33089120230119,32.31799829896998,0.0033521557855454493,0.02140999262790879,6.068558977473337,0.0035270107121019253,0.1463562700759521,1.3902942672919432,8.515409229050238,11.838924634793452,14.50809633207182,7.105211282187829,1.2463451728982586,-1.2162946738962626,-6.587229869426272e-05,-0.0006460817723012062,0.07289578890424435,0.0728957591414783,0.0053137917008124185,-0.103875591613317,-0.036037005521689806,0.035893431794511745,0.1054261878668399,8096,8090,0.9939369888288135,0.036877588813663424,8.089141622832896,14,2
